image_path,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_30,ch_31,ch_32,ch_33,ch_34,ch_35,ch_36,ch_37,ch_38,ch_39,ch_40,ch_41,ch_42,ch_43,ch_44,ch_45,ch_46,ch_47,ch_48,ch_49,ch_50,ch_51,ch_52,ch_53,ch_54,ch_55,ch_56,ch_57,ch_58,ch_59,ch_60,ch_61,ch_62,ch_63,ch_64,ch_65,ch_66,ch_67,ch_68,ch_69,ch_70,ch_71,ch_72,ch_73,ch_74,ch_75,ch_76,ch_77,ch_78,ch_79,ch_80,ch_81,ch_82,ch_83,ch_84,ch_85,ch_86,ch_87,ch_88,ch_89,ch_90,ch_91,ch_92,ch_93,ch_94,ch_95
img_000011.jpg,0,0.96607596,0.25825793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003813541,0.99288255,0.11903695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9585005,0.2850909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_000012.jpg,0,0,0.17279391,0.14687482,0.085436985,0.0681576,0.078717224,0.06719763,0.07583733,0.0681576,0.08159713,0.07679729,0.09503665,0.08255709,0.10751621,0.08831689,0.09695658,0.07487736,0.1190358,0.15359458,0.20927262,0.16127431,0.20639272,0.09599662,0.066237666,0.08351705,0.120955735,0.11135607,0.1391951,0.09887651,0.11711587,0.7823724,0,0,0.18348284,0.1486211,0.088989176,0.08807176,0.07981504,0.064219,0.09082401,0.100915566,0.066971235,0.10642005,0.088989176,0.09999815,0.10825488,0.11559419,0.17247388,0.044953294,0.053210024,0.053210024,0.05412744,0.08990659,0.12018126,0.1678868,0.15412559,0.05687968,0.08164986,0.08623694,0.11742902,0.1293554,0.13210765,0.81282896,0,0,0.001662324,0.008311618,0.020779047,0.024934856,0.024103694,0.05901249,0.30004942,0.2136086,0.13049242,0.10223291,0.1155315,0.12799893,0.20114116,0.056519005,0.050700873,0.05735017,0.042389255,0.05319436,0.030752989,0.06732411,0.10721988,0.12883009,0.13298589,0.1088822,0.07979154,0.061505977,0.06566179,0.085609674,0.14462216,0.80124
img_000013.jpg,0,0.002716531,0.42866862,0.714991,0.44007805,0.26784998,0.1744013,0.08258255,0.028795231,0.021188943,0.016842494,0.020645637,0.0173858,0.009236206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006817376,0.63985944,0.6418073,0.37836438,0.17043442,0.067199856,0.024347773,0.015582575,0.028243417,0.014121708,0.007791287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016677227,0.5586871,0.6248401,0.32353818,0.3079728,0.30519325,0.04725214,0.028351285,0.022236302,0.02723947,0.015009504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_000014.jpg,0,0,0,0,0,0,0.023951046,0.089197,0.32953337,0.42698935,0.41790447,0.4013865,0.3898239,0.3121895,0.24859534,0.1337955,0.06607185,0.072679035,0.060290564,0.08341571,0.07846032,0.056161072,0.0437726,0.03964311,0.028906435,0.024776945,0.025602842,0.02229925,0.005781287,0.001651796,0,0,0,0,0,0,0,0,0.005942695,0.053484254,0.17912981,0.3175097,0.33788466,0.39391577,0.43381673,0.38203037,0.2767598,0.27421293,0.25383797,0.13668197,0.09762999,0.081499815,0.048390515,0.04499469,0.039051995,0.033958256,0.02377078,0.041598864,0.016979128,0.004244782,0,0,0,0,0,0,0,0,0,0,0,0.011715968,0.097633064,0.30461517,0.2577513,0.2675146,0.27239627,0.26653826,0.31047314,0.39053226,0.25579864,0.25286964,0.25286964,0.2831359,0.20307678,0.15426025,0.09079875,0.082011774,0.06346149,0.05760351,0.048816532,0.036124233,0.027337259,0.010739638,0.000976331,0
img_000015.jpg,0,0.014711885,0.024003603,0.10298319,0.19435175,0.15563625,0.08207683,0.05962185,0.05962185,0.4947839,0.6945558,0.1432473,0.1432473,0.05884754,0.068139255,0.12079232,0.10143457,0.019357743,0.02555222,0.02864946,0.017809125,0.021680672,0.024777912,0.024003603,0.026326532,0.018583434,0.017034814,0.018583434,0.023229292,0.034069628,0.03252101,0.32133853,0,0.020138215,0.059695426,0.60055035,0.69404924,0.2028206,0.13593295,0.10069108,0.124425404,0.09349886,0.06904531,0.07983364,0.1503174,0.026611215,0.026611215,0.026611215,0.02157666,0.02517277,0.023734326,0.018699773,0.019418994,0.02157666,0.022295883,0.020857438,0.02876888,0.020138215,0.0424341,0.058256984,0.058976203,0.036680322,0.026611215,0.08990275,0.002167546,0.8605159,0.27094328,0.16690107,0.1170475,0.11271241,0.11560247,0.104764745,0.12066008,0.12355014,0.19002156,0.121382594,0.043350928,0.03540326,0.039015833,0.043350928,0.044073444,0.03179068,0.020952947,0.017340371,0.027455587,0.034680743,0.044073444,0.07658664,0.059968784,0.03179068,0.030345649,0.026733072,0.01589534,0.00794767,0.007225154,0.015172824
img_000016.jpg,0,0.010928099,0.31847605,0.26071322,0.28647232,0.36453018,0.43165994,0.43712398,0.35750496,0.268519,0.14206529,0.09913348,0.057762813,0.043712396,0.028100828,0.033564877,0.028100828,0.012489256,0.006244628,0.007025207,0.002341736,0.000780579,0,0,0,0,0,0,0,0,0,0,0,0.07872304,0.3460977,0.27801293,0.36595577,0.4737567,0.47588435,0.39503366,0.19148849,0.10141798,0.06950323,0.04609908,0.03191475,0.026950233,0.010638249,0.007801383,0.002836867,0.00212765,0.000709217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06783787,0.1409447,0.19626878,0.48276854,0.542703,0.50977194,0.32272384,0.16992398,0.10340335,0.05664133,0.039517205,0.025027564,0.016465502,0.010537921,0.005268961,0.004610341,0.00263448,0.00065862,0,0,0,0,0,0,0,0,0,0,0,0,0
img_000017.jpg,0,0.4325,0.854252,0.21925944,0.0902833,0.16422962,0.00042992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84243894,0.5077217,0.1169494,0.12219196,0.062507436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001414672,0.60500795,0.45599583,0.597463,0.26265737,0.008959588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_000018.jpg,0,0.9569757,0.2421219,0.0712997,0.0846684,0.07798405,0.08503975,0.002970821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000671493,0.9787014,0.14269231,0.08897285,0.09602353,0.06815656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001925411,0.92111665,0.33001545,0.14440583,0.1428655,0.036967892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_000019.jpg,0,0,0,0.007233685,0.027384663,0.11263881,0.07285354,0.044435494,0.05580271,0.06355309,0.044435494,0.025317896,0.036685117,0.030484814,0.021701055,0.020150978,0.026867973,0.024284514,0.033584964,0.027384663,0.023767821,0.016017444,0.021184362,0.021184362,0.021184362,0.024284514,0.025834588,0.029968122,0.049085718,0.09972151,0.14777385,0.9615634,0,0,0,0,0,0.0471524,0.14994463,0.09147566,0.0943048,0.10090613,0.1395711,0.09619089,0.082045175,0.14617243,0.26971173,0.41777027,0.3442125,0.21312885,0.09524785,0.09336175,0.07355774,0.08393127,0.07167165,0.049981542,0.06507031,0.057525925,0.08581737,0.08770346,0.09053261,0.10090613,0.08770346,0.62712693,0,0,0,0,0.012881153,0.26059565,0.41814205,0.30022997,0.2615865,0.13079324,0.1179121,0.14169268,0.121875525,0.111966945,0.104040086,0.07332349,0.07629606,0.0753052,0.07629606,0.17835443,0.12980239,0.07728692,0.09314065,0.06539662,0.09809494,0.09314065,0.08323207,0.091158934,0.081250355,0.080259494,0.103049226,0.6014508
img_000020.jpg,0,0.003460016,0.54927754,0.19635591,0.29323637,0.46710217,0.35897666,0.19722092,0.13234562,0.110720515,0.14359067,0.13407563,0.14791569,0.1928959,0.17646082,0.11677554,0.064875305,0.07006533,0.041520193,0.044115204,0.043250203,0.021625102,0.018165085,0.006920032,0.006920032,0.002595012,0.001730008,0.000865004,0,0,0,0,0,0,0.029609196,0.6124874,0.16411954,0.3358529,0.43567818,0.29017013,0.15735173,0.13197242,0.13958621,0.115898855,0.15058391,0.17004138,0.21403219,0.14127816,0.07782989,0.054988507,0.054988507,0.03468506,0.029609196,0.038914945,0.03468506,0.02622529,0.005921839,0.009305747,0.00845977,0.000845977,0,0,0,0,0,0,0,0,0.020334383,0.072864875,0.26519427,0.35246265,0.17623132,0.09150473,0.30162668,0.6159624,0.2787505,0.2118165,0.21859463,0.22283095,0.19148211,0.13810436,0.074559405,0.051683225,0.038974237,0.0398215,0.037279703,0.031348843,0.017792586,0.006778128,0.007625394,0.005083596,0.001694532,0,0,0
img_000021.jpg,0,0,0,0,0,0,0,0,0.002649437,0.016779765,0.042390987,0.055638168,0.10067859,0.099795446,0.1103932,0.0989123,0.09802916,0.10332803,0.12717296,0.14130329,0.2578785,0.3391279,0.35149193,0.46983343,0.25346276,0.07595052,0.062703334,0.050339296,0.066235915,0.09537972,0.07330108,0.52458847,0,0,0,0,0,0,0,0.000857048,0.005999332,0.039424185,0.052279897,0.052279897,0.07799132,0.11313027,0.21083368,0.15769674,0.14055578,0.20654845,0.45423517,0.47309023,0.43366605,0.21854712,0.10713094,0.09941751,0.07113494,0.06684971,0.046280567,0.029996663,0.033424854,0.017997997,0.026568472,0.37452975,0,0,0,0,0.000876827,0.021043858,0.058747437,0.042087715,0.06839254,0.051732816,0.058747437,0.06839254,0.072776675,0.06926937,0.08768274,0.13064729,0.39895648,0.33144075,0.43753687,0.30513594,0.08680591,0.058747437,0.04384137,0.03945723,0.035073094,0.0447182,0.07102302,0.099081494,0.12626314,0.10521929,0.113987565,0.56380004
img_000022.jpg,0.024420006,0.097680025,0.3607501,0.15096004,0.07770002,0.11211003,0.43290013,0.21312006,0.07437002,0.09213003,0.07215002,0.06993002,0.11100003,0.15540004,0.17205004,0.20202005,0.18204005,0.16206004,0.17094004,0.11544003,0.14097004,0.12876004,0.10545003,0.097680025,0.12543003,0.087690026,0.10323003,0.08658002,0.057720017,0.03219001,0.03330001,0.49839014,0,0,0.004063379,0.009142603,0.0386021,0.20316896,0.39211607,0.43681324,0.3108485,0.33726045,0.26919886,0.18183622,0.12190137,0.12291721,0.10361616,0.12088553,0.114790455,0.116822146,0.105647855,0.09955279,0.095489405,0.10361616,0.09142603,0.08126758,0.07822005,0.053839773,0.060950685,0.02133274,0.026411964,0.039617945,0.043681324,0.37586257,0,0.003592621,0.03233359,0.2490884,0.13172945,0.2550761,0.2251376,0.29219988,0.22274253,0.2514835,0.27064413,0.15208763,0.16047041,0.17005074,0.1868163,0.16166796,0.11017372,0.17843352,0.19998926,0.18801385,0.14729747,0.12813683,0.14370485,0.15568025,0.14250731,0.102988474,0.07664259,0.07664259,0.06466718,0.021555727,0.025148349,0.37842277
img_000023.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0.02670449,0.23909834,0.13724865,0.12172279,0.18444729,0.82349193,0.35212666,0.12234382,0.20121522,0.08942899,0.027325524,0.051545877,0.03726208,0.032914836,0.037883114,0.034156907,0.019252075,0.002484139,0.001242069,0.001863104,0,0,0,0,0,0,0,0,0,0,0,0.005060254,0.329549,0.84126717,0.25111508,0.12650634,0.12460875,0.11195811,0.18090408,0.10753039,0.09108457,0.07147608,0.07527127,0.061355576,0.05566279,0.039216965,0.053132664,0.04048203,0.015813293,0.006325317,0.001897595,0.000632532,0,0,0,0,0,0,0,0,0,0,0,0.002053414,0.12868059,0.79877794,0.44353735,0.16769545,0.12252035,0.101986215,0.07802972,0.15263708,0.1594818,0.06570923,0.075976305,0.08282102,0.06502476,0.075976305,0.05065087,0.0451751,0.04654404,0.043806158,0.04585957,0.05065087
img_000024.jpg,0,0,0,0,0,0.004903968,0.1225992,0.11524325,0.08336746,0.0465877,0.033346985,0.0465877,0.03972214,0.040212538,0.031385396,0.028933411,0.01863508,0.05100127,0.048058886,0.030404601,0.02451984,0.034327775,0.028443014,0.031385396,0.076992296,0.052472457,0.00931754,0.010788729,0.008827142,0.007355952,0.016183095,0.96706253,0,0,0,0,0,0,0.13499145,0.11175117,0.07268771,0.06873191,0.048458472,0.03164635,0.033624247,0.03312977,0.0459861,0.046480574,0.03411872,0.022745812,0.04351373,0.034613192,0.038074512,0.032635298,0.03411872,0.08010482,0.046480574,0.007911587,0.008406062,0.011372906,0.011372906,0.013845278,0.013350803,0.96521366,0,0,0,0,0.001454087,0.00339287,0.008239827,0.005331653,0.015025567,0.04992366,0.026658265,0.014540872,0.02132661,0.014540872,0.02132661,0.05234714,0.18224558,0.14056176,0.0673727,0.04992366,0.05186244,0.04653079,0.06252575,0.0906381,0.027627656,0.012602089,0.008239827,0.012117393,0.008724523,0.015025567,0.019387828,0.95581996
img_000025.jpg,0,0.007198763,0.49731457,0.28135166,0.4895159,0.5932981,0.20756434,0.17097063,0.05699021,0.06418897,0.022196187,0.025195671,0.029994847,0.011398042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10763166,0.87034875,0.3414859,0.24363893,0.21575256,0.052348126,0.041584957,0.0450096,0.02544021,0.017123219,0.022994036,0.020547861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001113105,0.5871626,0.5932847,0.4185273,0.32224375,0.12077184,0.060664196,0.040071763,0.04953315,0.018922776,0.016696569,0.026157957,0.0244883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_000026.jpg,0,0,0.059202626,0.20178229,0.1761278,0.8436374,0.4395795,0.06364282,0.034534864,0.04637539,0.06660295,0.089297295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2225752,0.17495213,0.66120875,0.67674893,0.092739664,0.027069956,0.03910105,0.054139912,0.10426946,0.000501296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002807712,0.010107763,0.13252401,0.6805894,0.5233575,0.41441828,0.20833223,0.08535445,0.06513892,0.12690859,0.04941573,0.001123085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_000027.jpg,0,0.12718347,0.80291027,0.46323735,0.27401316,0.18663916,0.09461209,0.04963257,0.02429928,0.022231257,0.008789102,0.015510179,0.04239449,0.006204072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23369199,0.82951003,0.42634305,0.25155687,0.08835875,0.035246935,0.0236589,0.02462457,0.008691025,0.04200662,0.014002207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21222295,0.68829066,0.41354796,0.21967943,0.46631694,0.19157423,0.044738892,0.03498811,0.066534765,0.011471511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_000028.jpg,0.002807345,0.4814596,0.65691864,0.36214745,0.36425295,0.02737161,0.046321183,0.02737161,0.01824774,0.025266102,0.058252398,0.09474788,0.10667909,0.124926835,0.108082764,0.08141299,0.053339545,0.050532203,0.046321183,0.039302822,0.018949576,0.019651411,0.017545903,0.013334886,0.008422034,0.009825706,0.003509181,0.005614689,0.000701836,0.000701836,0.000701836,0,0,0.28129455,0.7396753,0.36711326,0.412747,0.03405503,0.03064953,0.01975192,0.024519622,0.025200725,0.01975192,0.044952642,0.068791166,0.1008029,0.1048895,0.119192615,0.09807849,0.07968877,0.04154714,0.045633744,0.028606227,0.022476321,0.024519622,0.016346416,0.015665315,0.01021651,0.005448805,0.005448805,0.001362201,0.001362201,0,0,0.000760031,0.0585224,0.5099809,0.39445618,0.5084609,0.50618076,0.027361121,0.028881185,0.026601091,0.034961432,0.018240748,0.011400468,0.01900078,0.021280874,0.034201402,0.049402025,0.057002336,0.073723026,0.10184418,0.07600312,0.088163614,0.09044371,0.069922864,0.060042463,0.055482276,0.035721466,0.027361121,0.026601091,0.01900078,0.028121153,0.022040904,0.03192131
img_000029.jpg,0.03165987,0.9802145,0.1772332,0.08225359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75561553,0.6172415,0.21922179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2470182,0.9339607,0.25826228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
